FLYBASE,query,SYMBOL,GENENAME,chromosome_name,start_position,end_position
FBgn0037849,CG4596,CG4596,uncharacterized protein,3R,10873038,10875582
FBgn0037850,CG14695,CG14695,uncharacterized protein,3R,10878204,10879319
FBgn0037852,CG6608,Tpc1,Thiamine pyrophosphate carrier protein 1,3R,10879572,10882188
FBgn0037853,CG14696,CG14696,uncharacterized protein,3R,10882433,10885001
FBgn0037855,CG6621,CG6621,uncharacterized protein,3R,10889768,10893531
FBgn0037856,CG4674,Leash,leash,3R,10885540,10896418
FBgn0037857,CG4683,Tengl4,Testis EndoG-Like 4,3R,10950284,10951797
FBgn0037860,CG6629,CG6629,uncharacterized protein,3R,11114671,11115706
FBgn0037862,CG4706,mAcon2,Mitochondrial aconitase 2,3R,11137177,11139742
FBgn0037870,CG18577,CG18577,uncharacterized protein,3R,11196092,11197285
FBgn0037873,SdhC,SdhC,"Succinate dehydrogenase, subunit C",3R,11208887,11209849
FBgn0037874,Tctp,Tctp,Translationally controlled tumor protein,3R,11210247,11211898
FBgn0037875,CG6672,ZnT86D,Zinc transporter 86D,3R,11212308,11214539
FBgn0037876,CG4820,CG4820,uncharacterized protein,3R,11216535,11217898
FBgn0037877,CG6689,CG6689,uncharacterized protein,3R,11217898,11220064
FBgn0037878,CG6693,CG6693,uncharacterized protein,3R,11220268,11221639
FBgn0037879,scpr-C,scpr-C,SCP-containing protein C,3R,11225520,11226681
FBgn0037880,CG17726,CG17726,uncharacterized protein,3R,11226762,11228227
FBgn0037881,CG10703,GCC88,GRIP and coiled-coil domain containing 88 kDa,3R,11228158,11230600
FBgn0037882,CG17187,CG17187,uncharacterized protein,3R,11230617,11231879
FBgn0037883,CG14701,CG14701,uncharacterized protein,3R,11231912,11232539
FBgn0037884,CG17184,Arfip,Arfaptin,3R,11232429,11235013
FBgn0037885,CG17721,CG17721,uncharacterized protein,3R,11235140,11236077
FBgn0037888,scpr-B,scpr-B,SCP-containing protein B,3R,11240041,11240991
FBgn0037889,scpr-A,scpr-A,SCP-containing protein A,3R,11241183,11242120
FBgn0037890,CG17734,CG17734,uncharacterized protein,3R,11242208,11243999
FBgn0037891,CG5214,CG5214,uncharacterized protein,3R,11244302,11246862
FBgn0037892,mRpL40,mRpL40,mitochondrial ribosomal protein L40,3R,11407918,11408756
FBgn0037894,Ranbp9,Ranbp9,Ranbp9,3R,11412522,11416142
FBgn0037895,CG6723,CG6723,uncharacterized protein,3R,11416218,11418668
FBgn0037896,ninaG,ninaG,ninaG,3R,11419376,11421693
FBgn0037897,CG5270,CG5270,uncharacterized protein,3R,11422092,11429969
FBgn0037898,CG18643,Dtd,D-aminoacyl-tRNA deacylase,3R,11430061,11430762
FBgn0037899,RpL24-like,RpL24-like,Ribosomal protein L24-like,3R,11430740,11431582
FBgn0037900,CG5276,CG5276,uncharacterized protein,3R,11431738,11433543
FBgn0037901,CG6744,Exd2,Exonuclease 3'-5' domain-containing 2,3R,11433488,11435703
FBgn0037902,CG5281,CG5281,uncharacterized protein,3R,11435850,11437523
FBgn0037906,PGRP-LB,PGRP-LB,Peptidoglycan recognition protein LB,3R,11452849,11460552
FBgn0037908,dpr5,dpr5,defective proboscis extension response 5,3R,11499984,11505951
FBgn0037910,CG14708,CG14708,uncharacterized protein,3R,11554145,11554869
FBgn0037911,CG10898,CG10898,uncharacterized protein,3R,11557776,11559877
FBgn0037912,CG6782,sea,scheggia,3R,11559896,11567054
FBgn0037913,CG6783,fabp,fatty acid binding protein,3R,11559896,11567054
FBgn0037915,CG6790,CG6790,uncharacterized protein,3R,11575901,11578745
FBgn0037916,CG5342,CG5342,uncharacterized protein,3R,11578826,11581476
FBgn0037917,wkd,wkd,whacked,3R,11581576,11585305
FBgn0037918,CG6791,CG6791,uncharacterized protein,3R,11585354,11590146
FBgn0037920,CG14710,CG14710,uncharacterized protein,3R,11620090,11621728
FBgn0037921,CG6808,CG6808,uncharacterized protein,3R,11621466,11625644
FBgn0037922,CG14711,CG14711,uncharacterized protein,3R,11623339,11624948
FBgn0037923,CG6813,CG6813,uncharacterized protein,3R,11625051,11626638
FBgn0037924,CG14712,CG14712,uncharacterized protein,3R,11628759,11633206
FBgn0037926,Elp1,Elp1,Elongator complex protein 1,3R,11650971,11655691
FBgn0037930,CG14715,CG14715,uncharacterized protein,3R,11674221,11674923
FBgn0037931,CG18476,CG18476,uncharacterized protein,3R,11674920,11678116
FBgn0037933,Ho,Ho,Heme oxygenase,3R,11679743,11680976
FBgn0037934,CG6830,CG6830,uncharacterized protein,3R,11680972,11684342
FBgn0037935,CG6834,CG6834,uncharacterized protein,3R,11684672,11688133
FBgn0037936,CG6908,CG6908,uncharacterized protein,3R,11688381,11690051
FBgn0037939,CG14718,CG14718,uncharacterized protein,3R,11700614,11702720
FBgn0037941,CG12594,CG12594,uncharacterized protein,3R,11721734,11732479
FBgn0037942,CG14721,CG14721,uncharacterized protein,3R,11735447,11736877
FBgn0037943,CG14722,CG14722,uncharacterized protein,3R,11741890,11744027
FBgn0037944,CG6923,CG6923,uncharacterized protein,3R,11744229,11750029
FBgn0037949,CG17360,prd1,pruning defect 1,3R,11781131,11787014
FBgn0037950,HisCl1,HisCl1,Histamine-gated chloride channel subunit 1,3R,11787176,11789393
FBgn0037955,CG6950,Kyat,Kynurenine aminotransferase,3R,11820381,11822493
FBgn0037956,CG6959,CG6959,uncharacterized protein,3R,11822702,11869460
FBgn0037958,CG6962,CG6962,uncharacterized protein,3R,11879702,11882534
FBgn0037960,mthl5,mthl5,methuselah-like 5,3R,11883938,11887168
FBgn0037962,CG6971,Dnali1,Dynein axonemal light intermediate chain 1,3R,11892306,11893297
FBgn0037963,Cad87A,Cad87A,Cadherin 87A,3R,11893512,11949129
FBgn0037964,CG14731,CG14731,uncharacterized protein,3R,11931262,11933640
FBgn0037970,CG12201,GC2,Glutamate Carrier 2,3R,11971694,11972896
FBgn0037972,CG10005,CG10005,uncharacterized protein,3R,11975156,11977197
FBgn0037973,CG18547,CG18547,uncharacterized protein,3R,11978574,11980390
FBgn0037974,CG12224,CG12224,uncharacterized protein,3R,11980704,11982062
FBgn0037975,CG3397,CG3397,uncharacterized protein,3R,11983098,11984541
FBgn0037976,Tk,Tk,Tachykinin,3R,11994175,12005473
FBgn0037978,KLHL18,KLHL18,Kelch like family member 18,3R,12007476,12010434
FBgn0037979,CG3532,GCC185,GRIP and coiled-coil domain containing 185 kDa,3R,12010772,12015059
FBgn0037980,CG3313,DCAF12,DDB1 and CUL4 associated factor 12,3R,12014943,12017031
FBgn0037981,Spt3,Spt3,Spt3,3R,12017156,12018550
FBgn0037985,ssp5,ssp5,short spindle 5,3R,12033142,12035525
FBgn0037986,CG14736,CG14736,uncharacterized protein,3R,12040528,12043453
FBgn0037989,CG14741,ATP8B,ATPase 8B,3R,12068375,12090612
FBgn0037992,CG4702,CG4702,uncharacterized protein,3R,12121583,12128201
FBgn0037993,dpr15,dpr15,defective proboscis extension response 15,3R,12138833,12158595
FBgn0037994,CG4810,eIF3d2,eukaryotic translation initiation factor 3 subunit d2,3R,12192703,12195011
FBgn0037996,CG4830,CG4830,uncharacterized protein,3R,12208159,12210360
FBgn0037998,CG4848,Cog1,Component of oligomeric golgi complex 1,3R,12213792,12219686
FBgn0037999,CG4860,CG4860,uncharacterized protein,3R,12219881,12221464
FBgn0038003,CG3916,CG3916,uncharacterized protein,3R,12229413,12230425
FBgn0038005,Cyp313a5,Cyp313a5,Cyp313a5,3R,12232794,12234684
FBgn0038008,CG3942,CG3942,uncharacterized protein,3R,12254187,12256592
FBgn0038011,CG4066,CG4066,uncharacterized protein,3R,12311353,12313119
FBgn0038012,CG10013,CG10013,uncharacterized protein,3R,12323521,12325210
FBgn0038013,CG10038,CG10038,uncharacterized protein,3R,12348987,12350644
FBgn0038014,CG10041,CG10041,uncharacterized protein,3R,12350815,12352103
FBgn0038016,MBD-R2,MBD-R2,MBD-R2,3R,12352143,12356265
FBgn0038017,CG4115,CG4115,uncharacterized protein,3R,12360008,12363255
FBgn0038018,Tim17a1,Tim17a1,Tim17a1,3R,12363667,12364680
FBgn0038020,GstD9,GstD9,Glutathione S transferase D9,3R,12366163,12367564
FBgn0038028,CG10035,CG10035,uncharacterized protein,3R,12380869,12382691
FBgn0038029,CG17639,GstD11,Glutathione S transferase D11,3R,12383336,12385624
FBgn0038032,CG10096,CG10096,uncharacterized protein,3R,12390166,12395980
FBgn0038033,CG10097,CG10097,uncharacterized protein,3R,12390166,12395980
FBgn0038034,Cyp9f3Psi,Cyp9f3,Cyp9f3,3R,12396007,12398929
FBgn0038037,Cyp9f2,Cyp9f2,Cyp9f2,3R,12403340,12406028
FBgn0038038,CG5167,Sccpdh2,Saccheropin dehydrogenase 2,3R,12406532,12408107
FBgn0038039,CG5196,CG5196,uncharacterized protein,3R,12408316,12411768
FBgn0038042,Scgbeta,Scgbeta,Sarcoglycan beta,3R,12421236,12422429
FBgn0038043,CG17202,CG17202,uncharacterized protein,3R,12422768,12423606
FBgn0038046,CG5641,CG5641,uncharacterized protein,3R,12427795,12429282
FBgn0038047,CG5245,CG5245,uncharacterized protein,3R,12429560,12431235
FBgn0038049,CG5844,Srlp,Spliceosome-ribosome linker protein,3R,12434098,12435643
FBgn0038051,CG17207,CG17207,uncharacterized protein,3R,12437817,12439139
FBgn0038053,CG18549,CG18549,uncharacterized protein,3R,12449296,12456355
FBgn0038055,trus,trus,toys are us,3R,12456573,12458444
FBgn0038056,CG5961,CG5961,uncharacterized protein,3R,12458421,12460294
FBgn0038057,CG12267,CG12267,uncharacterized protein,3R,12460414,12462418
FBgn0038058,CG5608,CG5608,uncharacterized protein,3R,12462562,12465298
FBgn0038063,Octbeta2R,Octbeta2R,Octopamine beta2 receptor,3R,12550625,12595725
FBgn0038065,CG6359,Snx3,Sorting nexin 3,3R,12628031,12630495
FBgn0038067,CG11598,CG11598,uncharacterized protein,3R,12634917,12636283
FBgn0038068,CG11600,CG11600,uncharacterized protein,3R,12636540,12637976
FBgn0038069,CG11608,CG11608,uncharacterized protein,3R,12638481,12640033
FBgn0038070,CG6753,CG6753,uncharacterized protein,3R,12640163,12642482
FBgn0038071,CG6234,Dtg,Dpp target gene,3R,12648058,12652910
FBgn0038072,CG6225,CG6225,uncharacterized protein,3R,12654577,12660860
FBgn0038073,CG14395,CG14395,uncharacterized protein,3R,12662831,12673959
FBgn0038074,CG6188,Gnmt,Glycine N-methyltransferase,3R,12674608,12676084
FBgn0038076,Cyp313a4,Cyp313a4,Cyp313a4,3R,12679279,12681375
FBgn0038078,CG14391,CG14391,uncharacterized protein,3R,12694229,12694842
FBgn0038079,CG14394,NijC,Ninjurin C,3R,12695129,12697379
FBgn0038080,CG12279,CG12279,uncharacterized protein,3R,12705094,12705818
FBgn0038084,beat-Vc,beat-Vc,beaten path Vc,3R,12746036,12783216
FBgn0038089,d-cup,d-cup,davis-cup,3R,12891956,12893158
FBgn0038092,beat-Vb,beat-Vb,beaten path Vb,3R,12916056,12934813
FBgn0038095,Cyp304a1,Cyp304a1,Cyp304a1,3R,12963791,12965923
FBgn0038097,CG14384,CG14384,uncharacterized protein,3R,12965938,12967712
FBgn0038098,CG7381,CG7381,uncharacterized protein,3R,12967775,12977471
FBgn0038099,CG7091,CG7091,uncharacterized protein,3R,12978000,12980535
FBgn0038100,Paip2,Paip2,polyA-binding protein interacting protein 2,3R,12980792,12985488
FBgn0038105,yellow-f2,yellow-f2,yellow-f2,3R,12993395,12995147
FBgn0038106,CG7488,CG7488,uncharacterized protein,3R,12995620,12996925
FBgn0038107,CG17327,CG17327,uncharacterized protein,3R,12996876,12997726
FBgn0038108,CG7518,CG7518,uncharacterized protein,3R,12998089,13008404
FBgn0038109,CG11656,CG11656,uncharacterized protein,3R,13009895,13011086
FBgn0038110,CG8031,CG8031,uncharacterized protein,3R,13008384,13011310
FBgn0038113,CG11668,CG11668,uncharacterized protein,3R,13038375,13040184
FBgn0038114,CG11670,CG11670,uncharacterized protein,3R,13042050,13044086
FBgn0038115,CG7966,CG7966,uncharacterized protein,3R,13049398,13051453
FBgn0038118,timeout,timeout,timeout,3R,13088651,13163876
FBgn0038122,CG8138,CG8138,uncharacterized protein,3R,13181304,13182154
FBgn0038123,CG8508,CG8508,uncharacterized protein,3R,13185526,13186496
FBgn0038125,CG8141,CG8141,uncharacterized protein,3R,13191599,13192509
FBgn0038126,CG8483,CG8483,uncharacterized protein,3R,13208754,13214465
FBgn0038127,CG8476,CG8476,uncharacterized protein,3R,13219644,13220578
FBgn0038128,Ravus,Ravus,ravus,3R,13262733,13264061
FBgn0038129,CG8449,TBC1D5,TBC1 domain family member 5,3R,13269137,13272011
FBgn0038130,CG8630,CG8630,uncharacterized protein,3R,13279721,13284527
FBgn0038133,Osi22,Osi22,Osiris 22,3R,13290629,13291846
FBgn0038134,wntD,wntD,wnt inhibitor of Dorsal,3R,13292052,13293198
FBgn0038135,CG8773,CG8773,uncharacterized protein,3R,13294748,13298288
FBgn0038136,CG8774,CG8774,uncharacterized protein,3R,13298768,13302334
FBgn0038139,CG8795,PK2-R2,Pyrokinin 2 receptor 2,3R,13329070,13334166
FBgn0038140,CG8784,PK2-R1,Pyrokinin 2 receptor 1,3R,13338330,13345106
FBgn0038143,CG9813,CG9813,uncharacterized protein,3R,13373104,13379775
FBgn0038144,CG8870,CG8870,uncharacterized protein,3R,13379842,13381509
FBgn0038145,Droj2,Droj2,DnaJ-like-2,3R,13382106,13385283
FBgn0038146,CG9799,CG9799,uncharacterized protein,3R,13385648,13388709
FBgn0038147,CG14375,CCHa2,CCHamide-2,3R,13389059,13395197
FBgn0038148,CG14377,CG14377,uncharacterized protein,3R,13397835,13398583
FBgn0038149,CG9796,GILT1,Gamma-interferon-inducible lysosomal thiol reductase 1,3R,13398526,13401862
FBgn0038150,yellow-e3,yellow-e3,yellow-e3,3R,13403423,13404870
FBgn0038151,yellow-e2,yellow-e2,yellow-e2,3R,13405109,13406998
FBgn0038153,Ir87a,Ir87a,Ionotropic receptor 87a,3R,13420279,13423140
FBgn0038156,CG14372,side-IV,sidestep IV,3R,13450590,13464184
FBgn0038159,CG14369,CG14369,uncharacterized protein,3R,13591632,13592657
FBgn0038163,CG10841,CG10841,uncharacterized protein,3R,13631942,13634861
FBgn0038165,Task6,Task6,TWIK-related acid-sensitive K[+] channel 6,3R,13667046,13674542
FBgn0038166,CG9588,CG9588,uncharacterized protein,3R,13675092,13676681
FBgn0038167,lkb1,Lkb1,Lkb1 kinase,3R,13676549,13679430
FBgn0038168,omd,omd,oocyte maintenance defects,3R,13679440,13687210
FBgn0038170,CG14367,CG14367,uncharacterized protein,3R,13694053,13695513
FBgn0038172,Adgf-D,Adgf-D,Adenosine deaminase-related growth factor D,3R,13703084,13705402
FBgn0038173,Adgf-C,Adgf-C,Adenosine deaminase-related growth factor C,3R,13706757,13709129
FBgn0038179,CG9312,CG9312,uncharacterized protein,3R,13765756,13767103
FBgn0038180,Cht5,Cht5,Chitinase 5,3R,13767549,13770732
FBgn0038181,CG9297,CG9297,uncharacterized protein,3R,13771495,13779317
FBgn0038183,CG9286,CG9286,uncharacterized protein,3R,13780964,13782082
FBgn0038186,CG14362,CG14362,uncharacterized protein,3R,13854599,13855454
FBgn0038188,Art9,Art9,Arginine methyltransferase 9,3R,13942238,13943460
FBgn0038189,Art6,Art6,Arginine methyltransferase 6,3R,13944654,13945812
FBgn0038190,CG9926,CG9926,uncharacterized protein,3R,13949454,13951138
FBgn0038191,CG9925,CG9925,uncharacterized protein,3R,13960712,13964174
FBgn0038194,Cyp6d5,Cyp6d5,Cyp6d5,3R,14029228,14031483
FBgn0038195,CG3061,CG3061,uncharacterized protein,3R,14032371,14035041
FBgn0038196,CG9922,CG9922,uncharacterized protein,3R,14035018,14036398
FBgn0038197,foxo,foxo,"forkhead box, sub-group O",3R,14056945,14087978
FBgn0038198,Npc2b,Npc2b,Niemann-Pick type C-2b,3R,14089517,14092425
FBgn0038199,CG14358,CCHa1,CCHamide-1,3R,14092504,14096835
FBgn0038201,CG9918,PK1-R,Pyrokinin 1 receptor,3R,14099832,14103122
FBgn0038202,CG12402,CG12402,uncharacterized protein,3R,14104488,14108321
FBgn0038203,Or88a,Or88a,Odorant receptor 88a,3R,14109445,14110823
FBgn0038204,CG14357,CG14357,uncharacterized protein,3R,14111151,14112166
FBgn0038205,Kif19A,Kif19A,Kinesin family member 19A,3R,14112451,14118450
FBgn0038206,twf,twf,twinfilin,3R,14122654,14124474
FBgn0038207,CG14356,CG14356,uncharacterized protein,3R,14130680,14132072
FBgn0038208,CG14355,CG14355,uncharacterized protein,3R,14148508,14151940
FBgn0038213,CG9624,CG9624,uncharacterized protein,3R,14228018,14229145
FBgn0038218,CG14841,CG14841,uncharacterized protein,3R,14261391,14262418
FBgn0038221,CG3259,IFT54,Intraflagellar transport 54,3R,14302428,14304458
FBgn0038223,CG8538,Afti,Aftiphilin,3R,14320191,14326689
FBgn0038224,CG3321,ATPsynE,"ATP synthase, subunit E",3R,14326947,14327735
FBgn0038225,soti,soti,scotti,3R,14380663,14381699
FBgn0038233,HtrA2,HtrA2,HTRA2-related serine protease,3R,14509049,14511712
FBgn0038234,mRpL11,mRpL11,mitochondrial ribosomal protein L11,3R,14511838,14512691
FBgn0038235,CG8461,CG8461,uncharacterized protein,3R,14512639,14513637
FBgn0038236,Cyp313a1,Cyp313a1,Cyp313a1,3R,14521049,14523064
FBgn0038237,Pde6,Pde6,Phosphodiesterase 6,3R,14513901,14558304
FBgn0038238,CG14854,CG14854,uncharacterized protein,3R,14559166,14560054
FBgn0038239,CG14850,CG14850,uncharacterized protein,3R,14560935,14561521
FBgn0038240,CG14851,CG14851,uncharacterized protein,3R,14562340,14562845
FBgn0038241,CG8087,CG8087,uncharacterized protein,3R,14564323,14564805
FBgn0038242,CG14852,CG14852,uncharacterized protein,3R,14565927,14566513
FBgn0038243,CG8066,CG8066,uncharacterized protein,3R,14567611,14568847
FBgn0038244,CG7987,CG7987,uncharacterized protein,3R,14570472,14575887
FBgn0038246,CG14853,CG14853,uncharacterized protein,3R,14609642,14618987
FBgn0038247,Cad88C,Cad88C,Cadherin 88C,3R,14630478,14641776
FBgn0038248,CG7886,CG7886,uncharacterized protein,3R,14626676,14642563
FBgn0038250,CG3505,CG3505,uncharacterized protein,3R,14657447,14659228
FBgn0038251,CG3508,Hexim,Hexamethylene bisacetamide inducible,3R,14659438,14661177
FBgn0038252,CG3509,BigH1,Histone H1 variant BigH1,3R,14663450,14664822
FBgn0038256,CG7530,CG7530,uncharacterized protein,3R,14724760,14731509
FBgn0038260,CG14855,CG14855,uncharacterized protein,3R,14796305,14798474
FBgn0038261,CG14856,CG14856,uncharacterized protein,3R,14798986,14801163
FBgn0038262,CG14857,CG14857,uncharacterized protein,3R,14801773,14804342
FBgn0038266,CG3610,CG3610,uncharacterized protein,3R,14845043,14846737
FBgn0038268,CG3631,CG3631,uncharacterized protein,3R,14879457,14882631
FBgn0038269,Rrp6,Rrp6,Rrp6,3R,14882498,14886246
FBgn0038271,CG3731,UQCR-C1,Ubiquinol-cytochrome c reductase core protein 1,3R,14890231,14892387
FBgn0038272,CG7265,CG7265,uncharacterized protein,3R,14892392,14893954
FBgn0038273,CG14860,CG14860,uncharacterized protein,3R,14894784,14896446
FBgn0038274,CG7262,Nup93-2,Nucleoporin 93kD-2,3R,14895703,14898372
FBgn0038275,CG3817,CG3817,uncharacterized protein,3R,14898739,14899617
FBgn0038277,RpS5b,RpS5b,Ribosomal protein S5b,3R,14900432,14901563
FBgn0038279,CG3837,Sdr,Secreted decoy of InR,3R,14918628,14923083
FBgn0038280,CG14861,CG14861,uncharacterized protein,3R,15014770,15016034
FBgn0038281,RpL10Aa,RpL10Aa,Ribosomal protein L10Aa,3R,15037366,15038149
FBgn0038282,dpr9,dpr9,defective proboscis extension response 9,3R,15054930,15077206
FBgn0038285,CG6974,CG6974,uncharacterized protein,3R,15078530,15079285
FBgn0038286,CG6966,CG6966,uncharacterized protein,3R,15079320,15095631
FBgn0038290,CG6912,CG6912,uncharacterized protein,3R,15135138,15137004
FBgn0038291,CG3984,CG3984,uncharacterized protein,3R,15137148,15139007
FBgn0038292,CG3987,CG3987,uncharacterized protein,3R,15139958,15141715
FBgn0038294,Mf,Mf,Myofilin,3R,15170625,15181510
FBgn0038295,Gyc88E,Gyc88E,Guanylyl cyclase at 88E,3R,15150375,15191242
FBgn0038296,CG6752,CG6752,uncharacterized protein,3R,15191058,15196210
FBgn0038299,CG6687,Spn88Eb,Serpin 88Eb,3R,15206703,15208762
FBgn0038300,CG4203,Mau2,Mau2 sister chromatid cohesion factor,3R,15209204,15211347
FBgn0038301,CG6654,CG6654,uncharacterized protein,3R,15211277,15213658
FBgn0038302,CG4210,CG4210,uncharacterized protein,3R,15213974,15214845
FBgn0038303,CG6623,SIDL,Shal Interactor of Di-Leucine Motif,3R,15214762,15218874
FBgn0038304,CG12241,CG12241,uncharacterized protein,3R,15219256,15222371
FBgn0038306,Art3,Art3,Arginine methyltransferase 3,3R,15227605,15229408
FBgn0038307,mRpS10,mRpS10,mitochondrial ribosomal protein S10,3R,15229665,15230516
FBgn0038309,CG6499,Amt,Ammonium transporter,3R,15247163,15249137
FBgn0038311,CG14864,CG14864,uncharacterized protein,3R,15266684,15268538
FBgn0038312,CG4334,Zip88E,Zinc/iron regulated transporter-related protein 88E,3R,15268662,15270532
FBgn0038313,CG4338,CG4338,uncharacterized protein,3R,15275522,15276474
FBgn0038315,CG14866,CG14866,uncharacterized protein,3R,15316471,15318285
FBgn0038316,CG6276,CG6276,uncharacterized protein,3R,15318203,15320069
FBgn0038318,CG6236,CG6236,uncharacterized protein,3R,15325325,15328269
FBgn0038319,mRpL9,mRpL9,mitochondrial ribosomal protein L9,3R,15330738,15331588
FBgn0038320,Sra-1,Sra-1,specifically Rac1-associated protein 1,3R,15333266,15338365
FBgn0038321,CG6218,CG6218,uncharacterized protein,3R,15337908,15343256
FBgn0038324,CG5038,CG5038,uncharacterized protein,3R,15351225,15353926
FBgn0038325,CG6194,Atg4b,Autophagy-related 4b,3R,15353720,15356924
FBgn0038326,CG5044,CG5044,uncharacterized protein,3R,15357229,15359263
FBgn0038327,Trax,Trax,Translin associated factor X,3R,15361692,15362850
FBgn0038330,CG14868,CG14868,uncharacterized protein,3R,15367816,15369945
FBgn0038331,CG5073,Ccm3,Cerebral cavernous malformation 3,3R,15371957,15374237
FBgn0038332,CG6136,CG6136,uncharacterized protein,3R,15370036,15372212
FBgn0038334,h-cup,h-cup,heineken-cup,3R,15381407,15382951
FBgn0038337,CG6125,CG6125,uncharacterized protein,3R,15402598,15407070
FBgn0038339,CG6118,CG6118,uncharacterized protein,3R,15421108,15434738
FBgn0038342,CG14870,B9d1,B9d1,3R,15481906,15482904
FBgn0038343,CG14871,Trissin,trissin,3R,15484730,15485396
FBgn0038344,CG5205,obe,obelus,3R,15486050,15493310
FBgn0038348,CG18519,AOX2,Aldehyde oxidase 2,3R,15537713,15542414
FBgn0038349,CG6045,AOX3,Aldehyde oxidase 3,3R,15542748,15548188
FBgn0038350,CG18516,AOX4,Aldehyde oxidase 4,3R,15548628,15552833
FBgn0038353,CG5399,CG5399,uncharacterized protein,3R,15695241,15697142
FBgn0038354,CG5404,CG5404,uncharacterized protein,3R,15704676,15708434
