GENEID,TXNAME,TXCHROM,TXSTRAND,exonic.gene.sizes
FBgn0261990,FBtr0303818,2R,-,640
FBgn0261991,FBtr0303820,2L,+,577
FBgn0261992,FBtr0303821,2L,+,503
FBgn0261993,FBtr0303823,3R,-,642
FBgn0261994,FBtr0303822,3R,-,691
FBgn0261995,FBtr0347068,3R,-,1366
FBgn0261996,FBtr0303824,3R,-,796
FBgn0261997,FBtr0303827,3L,-,408
FBgn0261998,FBtr0307890,3L,-,4777
FBgn0261999,FBtr0303797,2L,+,5851
FBgn0262000,FBtr0303798,2L,+,3500
FBgn0262001,FBtr0303800,2L,-,604
FBgn0262002,FBtr0303799,2L,-,2377
FBgn0262003,FBtr0303828,3R,+,448
FBgn0262004,FBtr0303829,3R,+,578
FBgn0262005,FBtr0303831,3R,-,508
FBgn0262006,FBtr0303830,3R,-,464
FBgn0262007,FBtr0303833,3L,-,1752
FBgn0262008,FBtr0303832,3L,-,1422
FBgn0262009,FBtr0303834,3R,+,558
FBgn0262010,FBtr0303835,3R,+,471
FBgn0262017,FBtr0303837,2L,-,720
FBgn0262018,FBtr0303836,2L,-,7989
FBgn0262020,FBtr0303850,3L,+,1266
FBgn0262021,FBtr0303851,3L,+,252
FBgn0262022,FBtr0303852,3L,+,395
FBgn0262023,FBtr0303853,3R,+,536
FBgn0262024,FBtr0303854,3R,+,352
FBgn0262025,FBtr0303855,3R,-,693
FBgn0262026,FBtr0303860,2R,+,2131
FBgn0262027,FBtr0303863,3L,+,225
FBgn0262028,FBtr0309032,3R,-,3022
FBgn0262029,FBtr0303924,2L,+,6113
FBgn0262030,FBtr0333432,3L,-,1131
FBgn0262031,FBtr0303926,3L,+,330
FBgn0262033,FBtr0342852,2L,-,504
FBgn0262035,FBtr0303931,3L,-,564
FBgn0262036,FBtr0303932,2L,+,817
FBgn0262057,FBtr0074841,3L,+,2161
FBgn0262081,FBtr0299728,3R,-,5985
FBgn0262097,FBtr0342943,2L,-,1980
FBgn0262098,FBtr0344579,2R,+,783
FBgn0262099,FBtr0304017,3L,+,165
FBgn0262100,FBtr0304019,3L,-,1001
FBgn0262101,FBtr0304020,X,-,1477
FBgn0262102,FBtr0304023,2R,+,945
FBgn0262103,FBtr0304026,2R,+,6768
FBgn0262104,FBtr0304028,3R,-,621
FBgn0262105,FBtr0304027,3R,-,680
FBgn0262106,FBtr0304029,2L,+,2104
FBgn0262107,FBtr0309034,3L,+,1461
FBgn0262108,FBtr0304030,X,+,549
FBgn0262109,FBtr0304059,3L,+,5485
FBgn0262111,FBtr0304067,X,+,9191
FBgn0262112,FBtr0085481,3R,+,1154
FBgn0262114,FBtr0088263,2R,+,4457
FBgn0262115,FBtr0111298,2R,+,2454
FBgn0262116,FBtr0334986,2R,-,1160
FBgn0262117,FBtr0111268,2R,-,3382
FBgn0262123,FBtr0114030,2R,+,2971
FBgn0262124,FBtr0302226,2R,-,4520
FBgn0262125,FBtr0078710,3R,+,2822
FBgn0262126,FBtr0329964,2L,-,4827
FBgn0262127,FBtr0344383,3R,-,5750
FBgn0262139,FBtr0304120,3L,-,5502
FBgn0262140,FBtr0304123,2L,-,403
FBgn0262141,FBtr0304124,2R,+,438
FBgn0262142,FBtr0343003,2R,+,337
FBgn0262143,FBtr0309855,3R,-,283
FBgn0262144,FBtr0309854,3R,-,368
FBgn0262146,FBtr0346342,3R,-,604
FBgn0262148,FBtr0304139,2L,+,1374
FBgn0262149,FBtr0475132,3R,+,859
FBgn0262150,FBtr0342643,2L,-,1513
FBgn0262160,FBtr0310277,2L,-,8998
FBgn0262163,FBtr0304150,X,+,610
FBgn0262166,FBtr0087245,2R,-,2147
FBgn0262167,FBtr0334335,3R,+,5610
FBgn0262169,FBtr0088399,2R,+,3217
FBgn0262170,FBtr0473613,2R,+,411
FBgn0262172,FBtr0304171,2R,+,120
FBgn0262174,FBtr0304176,3R,+,119
FBgn0262177,FBtr0304182,2L,+,91
FBgn0262178,FBtr0304184,X,-,97
FBgn0262180,FBtr0304188,3R,+,76
FBgn0262181,FBtr0304190,X,+,91
FBgn0262182,FBtr0304192,3L,-,96
FBgn0262185,FBtr0304198,3R,+,90
FBgn0262187,FBtr0304203,X,+,95
FBgn0262189,FBtr0304207,3L,-,68
FBgn0262191,FBtr0304212,2L,+,96
FBgn0262194,FBtr0304219,2L,+,95
FBgn0262200,FBtr0304232,2L,+,92
FBgn0262201,FBtr0304234,X,+,101
FBgn0262203,FBtr0304238,2L,-,97
FBgn0262204,FBtr0304240,2R,-,113
FBgn0262205,FBtr0304243,2L,+,91
FBgn0262210,FBtr0304254,X,-,92
FBgn0262211,FBtr0304256,2R,-,112
FBgn0262213,FBtr0304261,2L,+,115
FBgn0262214,FBtr0304264,3R,+,88
FBgn0262215,FBtr0304266,2R,-,174
FBgn0262216,FBtr0304268,X,+,101
FBgn0262220,FBtr0304277,2R,-,94
FBgn0262222,FBtr0304281,X,+,96
FBgn0262223,FBtr0304283,3R,+,91
FBgn0262227,FBtr0304292,2R,-,96
FBgn0262228,FBtr0304294,X,+,91
FBgn0262233,FBtr0304304,3R,+,117
FBgn0262235,FBtr0304309,X,-,91
FBgn0262237,FBtr0304313,X,-,144
FBgn0262239,FBtr0304317,2L,+,89
FBgn0262243,FBtr0304325,2L,+,100
FBgn0262249,FBtr0304337,3L,-,92
FBgn0262251,FBtr0304341,X,+,99
FBgn0262252,FBtr0304343,2L,-,107
FBgn0262256,FBtr0304351,2L,+,98
FBgn0262260,FBtr0304359,3L,-,107
FBgn0262263,FBtr0304365,X,+,94
FBgn0262266,FBtr0304371,X,-,98
FBgn0262269,FBtr0304378,3L,+,97
FBgn0262272,FBtr0304385,2L,-,89
FBgn0262275,FBtr0304391,2L,-,115
FBgn0262279,FBtr0304400,X,-,99
FBgn0262282,FBtr0304406,X,-,90
FBgn0262283,FBtr0304408,X,-,86
FBgn0262286,FBtr0304414,3R,-,90
FBgn0262290,FBtr0304422,3R,-,68
FBgn0262291,FBtr0304425,3L,-,148
FBgn0262293,FBtr0304429,2L,+,75
FBgn0262297,FBtr0304438,X,+,118
FBgn0262300,FBtr0304446,2R,-,99
FBgn0262301,FBtr0304448,X,+,95
FBgn0262302,FBtr0304450,4,+,87
FBgn0262307,FBtr0304460,2R,-,86
FBgn0262314,FBtr0304474,X,+,92
FBgn0262315,FBtr0304476,3R,-,106
FBgn0262316,FBtr0304479,2R,+,100
FBgn0262317,FBtr0304481,2L,-,87
FBgn0262319,FBtr0304485,3R,-,100
FBgn0262321,FBtr0304489,2L,+,93
FBgn0262323,FBtr0304493,3R,-,93
FBgn0262327,FBtr0304501,3R,-,103
FBgn0262330,FBtr0304508,3L,+,108
FBgn0262331,FBtr0304510,3R,-,105
FBgn0262332,FBtr0304512,2L,-,92
FBgn0262333,FBtr0304514,2L,+,89
FBgn0262334,FBtr0304516,2R,-,92
FBgn0262335,FBtr0304518,X,+,76
FBgn0262338,FBtr0304525,X,+,96
FBgn0262339,FBtr0304528,X,-,93
FBgn0262341,FBtr0304532,X,+,97
FBgn0262351,FBtr0304634,3L,+,743
FBgn0262352,FBtr0304630,2L,+,1119
FBgn0262353,FBtr0475221,2L,+,566
FBgn0262354,FBtr0304632,2L,+,491
FBgn0262355,FBtr0343811,2L,-,604
FBgn0262356,FBtr0304636,2L,+,531
FBgn0262357,FBtr0304637,2L,+,603
FBgn0262358,FBtr0304638,2L,+,303
FBgn0262359,FBtr0332368,2L,-,577
FBgn0262360,FBtr0304641,2R,-,455
FBgn0262361,FBtr0304642,3L,-,377
FBgn0262362,FBtr0304644,3R,+,1196
FBgn0262363,FBtr0304645,3R,+,329
FBgn0262364,FBtr0304646,3R,+,584
FBgn0262365,FBtr0304647,3R,+,488
FBgn0262366,FBtr0345119,3L,-,2001
FBgn0262367,FBtr0304169,3R,-,68
FBgn0262368,FBtr0304174,3L,+,97
FBgn0262369,FBtr0304178,X,-,127
FBgn0262370,FBtr0304180,2R,+,88
FBgn0262371,FBtr0304186,3L,-,90
FBgn0262372,FBtr0304194,2R,-,69
FBgn0262373,FBtr0304196,3L,+,78
FBgn0262374,FBtr0304201,2L,-,77
FBgn0262375,FBtr0304205,2L,+,61
FBgn0262376,FBtr0304210,3L,+,100
FBgn0262377,FBtr0304215,2L,-,76
FBgn0262378,FBtr0304217,3R,+,92
FBgn0262379,FBtr0304221,3R,-,59
FBgn0262380,FBtr0304223,2R,-,69
FBgn0262381,FBtr0304225,3L,+,99
FBgn0262382,FBtr0304228,3R,+,71
FBgn0262383,FBtr0304230,3R,-,100
FBgn0262384,FBtr0304236,3R,-,68
FBgn0262385,FBtr0304245,2R,-,88
FBgn0262386,FBtr0304247,2L,+,85
FBgn0262387,FBtr0304250,3L,+,100
FBgn0262388,FBtr0304252,3R,+,100
FBgn0262389,FBtr0304259,3R,+,71
FBgn0262390,FBtr0304270,X,-,70
FBgn0262391,FBtr0304272,2R,-,100
FBgn0262392,FBtr0304275,2L,+,68
FBgn0262393,FBtr0304279,3L,+,99
FBgn0262395,FBtr0304288,X,+,74
FBgn0262396,FBtr0304290,3L,+,90
FBgn0262397,FBtr0304296,3R,-,102
FBgn0262398,FBtr0304298,2L,+,100
FBgn0262400,FBtr0304302,2L,+,93
FBgn0262401,FBtr0304307,3L,-,99
FBgn0262402,FBtr0304311,2R,-,84
FBgn0262403,FBtr0304315,2R,+,98
FBgn0262404,FBtr0304319,3R,+,97
FBgn0262405,FBtr0304321,3R,-,143
FBgn0262406,FBtr0304323,2L,+,78
FBgn0262407,FBtr0304327,2R,-,63
FBgn0262408,FBtr0304329,2R,-,69
FBgn0262409,FBtr0304331,X,+,88
FBgn0262410,FBtr0304333,2R,-,74
FBgn0262411,FBtr0304335,3R,+,95
FBgn0262412,FBtr0304339,2R,+,57
FBgn0262413,FBtr0304345,2L,+,91
FBgn0262414,FBtr0304347,2R,-,81
FBgn0262415,FBtr0304349,3L,+,99
FBgn0262416,FBtr0304353,2R,-,92
FBgn0262417,FBtr0304355,3L,-,89
FBgn0262418,FBtr0304357,2R,-,80
FBgn0262419,FBtr0304361,3R,+,100
FBgn0262420,FBtr0304367,3R,+,68
FBgn0262421,FBtr0304369,X,+,70
FBgn0262422,FBtr0304373,3R,-,54
FBgn0262424,FBtr0304380,3R,-,77
FBgn0262425,FBtr0304383,2L,-,97
FBgn0262426,FBtr0304387,X,+,100
FBgn0262427,FBtr0304389,2R,-,58
FBgn0262428,FBtr0304394,2L,-,99
FBgn0262429,FBtr0304396,3R,-,75
FBgn0262430,FBtr0304398,2L,+,92
FBgn0262431,FBtr0304402,3R,+,56
FBgn0262432,FBtr0304404,2R,+,87
FBgn0262433,FBtr0304410,X,+,100
FBgn0262434,FBtr0304412,3R,-,75
FBgn0262435,FBtr0304416,2R,-,61
FBgn0262436,FBtr0304418,2R,-,89
FBgn0262437,FBtr0304420,3L,+,100
FBgn0262438,FBtr0304427,2L,-,64
FBgn0262440,FBtr0304434,2R,+,95
FBgn0262441,FBtr0304436,2R,-,71
FBgn0262442,FBtr0304441,3L,+,71
FBgn0262443,FBtr0304444,2R,-,100
FBgn0262444,FBtr0304452,3R,-,61
FBgn0262445,FBtr0304454,2L,+,98
FBgn0262446,FBtr0304456,2R,-,91
FBgn0262447,FBtr0304458,2R,+,63
FBgn0262448,FBtr0304462,3R,+,100
FBgn0262449,FBtr0304464,2L,-,83
FBgn0262450,FBtr0304466,2R,-,66
FBgn0262451,FBtr0304468,3L,+,81
FBgn0262452,FBtr0304470,2L,+,97
FBgn0262453,FBtr0304472,2L,+,98
FBgn0262454,FBtr0304483,X,-,65
FBgn0262455,FBtr0304487,2L,+,91
FBgn0262456,FBtr0304491,2L,+,110
FBgn0262457,FBtr0304495,3R,+,64
FBgn0262458,FBtr0304497,2L,+,73
FBgn0262459,FBtr0304499,3R,+,99
FBgn0262460,FBtr0304504,2L,-,72
FBgn0262461,FBtr0304506,3L,+,84
FBgn0262462,FBtr0304520,3R,+,68
FBgn0262463,FBtr0304523,2L,+,100
FBgn0262464,FBtr0304530,2R,-,82
FBgn0262467,FBtr0079052,2L,-,1041
FBgn0262473,FBtr0330155,3R,+,5198
FBgn0262475,FBtr0304856,2L,+,6095
FBgn0262476,FBtr0304865,2R,+,5055
FBgn0262477,FBtr0304869,3R,-,4391
FBgn0262478,FBtr0304816,2R,+,795
FBgn0262479,FBtr0304817,2R,+,416
FBgn0262480,FBtr0304818,2R,+,502
FBgn0262481,FBtr0340446,2R,-,514
FBgn0262482,FBtr0304821,3L,+,387
FBgn0262483,FBtr0304827,3R,+,9119
FBgn0262484,FBtr0304829,3L,-,677
FBgn0262485,FBtr0304838,X,-,757
FBgn0262486,FBtr0304837,X,-,771
FBgn0262487,FBtr0304841,X,-,1000
FBgn0262508,FBtr0340707,3L,+,14466
FBgn0262509,FBtr0304830,3L,+,9946
FBgn0262510,FBtr0305350,2L,+,501
FBgn0262511,FBtr0087175,2R,-,4023
FBgn0262512,FBtr0087341,2R,-,659
FBgn0262513,FBtr0087070,2R,-,567
FBgn0262514,FBtr0290022,3R,-,672
FBgn0262515,FBtr0088588,2R,+,2013
FBgn0262516,FBtr0074952,3L,-,3070
FBgn0262517,FBtr0074974,3L,-,5404
FBgn0262518,FBtr0074921,3L,-,2314
FBgn0262519,FBtr0332152,3L,-,6600
FBgn0262524,FBtr0075960,3L,+,808
FBgn0262527,FBtr0301726,3R,+,6544
FBgn0262528,FBtr0304968,3L,+,294
FBgn0262529,FBtr0304969,3L,+,430
FBgn0262530,FBtr0304970,3L,+,450
FBgn0262531,FBtr0304976,3L,-,1193
FBgn0262532,FBtr0304978,3L,+,1027
FBgn0262533,FBtr0304979,3L,+,999
FBgn0262534,FBtr0304873,X,+,1185
FBgn0262535,FBtr0308636,3L,+,638
FBgn0262536,FBtr0304876,X,-,624
FBgn0262537,FBtr0304881,3R,-,549
FBgn0262538,FBtr0304880,3R,-,722
FBgn0262539,FBtr0304879,3R,-,476
FBgn0262540,FBtr0304878,3R,-,310
FBgn0262541,FBtr0304877,3R,-,554
FBgn0262542,FBtr0304882,3R,-,394
FBgn0262543,FBtr0304883,2L,-,1164
FBgn0262544,FBtr0304986,3L,+,657
FBgn0262546,FBtr0343422,2L,-,638
FBgn0262547,FBtr0304888,2R,-,405
FBgn0262559,FBtr0083563,3R,+,1335
FBgn0262560,FBtr0087170,2R,-,1663
FBgn0262562,FBtr0305013,3R,-,12189
FBgn0262563,FBtr0304891,2R,-,482
FBgn0262564,FBtr0347233,2R,-,1024
FBgn0262565,FBtr0306724,2R,-,802
FBgn0262566,FBtr0304889,2R,-,897
FBgn0262567,FBtr0304890,2R,-,371
FBgn0262568,FBtr0304895,2R,-,656
FBgn0262569,FBtr0304896,2R,-,261
FBgn0262570,FBtr0345650,2R,-,8272
FBgn0262571,FBtr0304898,2R,+,553
FBgn0262572,FBtr0304907,2R,+,340
FBgn0262574,FBtr0304945,2R,+,278
FBgn0262575,FBtr0304946,X,-,688
FBgn0262576,FBtr0305046,3R,-,897
FBgn0262577,FBtr0305048,3R,+,319
FBgn0262579,FBtr0304998,3L,+,10243
FBgn0262580,FBtr0304959,3L,+,1270
FBgn0262581,FBtr0304960,3L,-,503
FBgn0262582,FBtr0305029,3R,+,12579
FBgn0262583,FBtr0305124,2R,+,989
FBgn0262587,FBtr0305116,3R,-,784
FBgn0262588,FBtr0305117,3R,-,777
FBgn0262592,FBtr0305199,3L,-,698
FBgn0262593,FBtr0333899,3L,+,11359
FBgn0262594,FBtr0091804,2R,+,534
FBgn0262595,FBtr0091722,2R,+,543
FBgn0262598,FBtr0301169,2L,-,2528
FBgn0262599,FBtr0305257,2L,+,2417
FBgn0262601,FBtr0304118,2L,-,776
FBgn0262604,FBtr0344598,3R,+,293
FBgn0262605,FBtr0305279,3R,-,451
FBgn0262606,FBtr0347271,X,+,428
FBgn0262607,FBtr0305281,X,-,541
FBgn0262608,FBtr0307049,X,+,407
FBgn0262609,FBtr0305283,X,+,218
FBgn0262610,FBtr0305284,X,+,704
FBgn0262611,FBtr0305285,X,-,542
FBgn0262612,FBtr0305286,X,+,493
FBgn0262613,FBtr0305291,3R,-,602
FBgn0262614,FBtr0305295,3R,-,15772
FBgn0262616,FBtr0305347,2L,+,554
FBgn0262617,FBtr0305354,3R,+,13227
FBgn0262619,FBtr0072132,2R,+,2386
FBgn0262620,FBtr0342857,2L,+,569
FBgn0262621,FBtr0305483,2L,+,361
FBgn0262622,FBtr0344571,3L,+,960
FBgn0262623,FBtr0305487,3L,-,260
FBgn0262624,FBtr0072836,3L,+,1647
FBgn0262631,FBtr0305496,2L,+,1512
FBgn0262636,FBtr0307044,4,-,6175
FBgn0262647,FBtr0343613,2L,+,4747
FBgn0262656,FBtr0070525,X,+,9170
FBgn0262679,FBtr0305596,3L,-,879
FBgn0262680,FBtr0347235,3L,+,476
FBgn0262681,FBtr0344639,3L,-,394
FBgn0262682,FBtr0309992,X,-,733
FBgn0262683,FBtr0305602,2L,-,729
FBgn0262685,FBtr0305607,X,+,1762
FBgn0262686,FBtr0305610,X,-,330
FBgn0262687,FBtr0305608,X,-,409
FBgn0262688,FBtr0305612,2L,+,493
FBgn0262689,FBtr0305611,3L,-,1175
FBgn0262690,FBtr0305615,2R,+,1495
FBgn0262699,FBtr0070687,X,-,2789
FBgn0262714,FBtr0075927,3L,+,4324
FBgn0262716,FBtr0076737,3L,-,1983
FBgn0262717,FBtr0305663,3R,+,5370
FBgn0262719,FBtr0305700,3L,-,7970
FBgn0262721,FBtr0305706,2L,-,532
FBgn0262722,FBtr0347198,3R,-,245
FBgn0262728,FBtr0346652,2R,+,2304
FBgn0262730,FBtr0307165,X,+,9655
FBgn0262731,FBtr0452090,4,+,1078
FBgn0262732,FBtr0305569,3L,+,1788
FBgn0262733,FBtr0304990,3L,-,5200
FBgn0262734,FBtr0074281,X,+,4430
FBgn0262736,FBtr0086151,2R,-,3077
FBgn0262737,FBtr0304980,3L,+,12718
FBgn0262738,FBtr0070650,X,+,8296
FBgn0262739,FBtr0305592,2R,-,8278
FBgn0262740,FBtr0073547,X,-,6299
FBgn0262741,FBtr0305123,3R,+,5339
FBgn0262743,FBtr0305584,2L,+,7157
FBgn0262782,FBtr0345435,2L,-,1289
FBgn0262786,FBtr0305896,2L,+,583
FBgn0262787,FBtr0305900,3L,+,1078
FBgn0262788,FBtr0305902,3L,-,416
FBgn0262789,FBtr0305903,3L,+,532
FBgn0262790,FBtr0346951,2R,-,619
FBgn0262791,FBtr0346509,2R,-,536
FBgn0262794,FBtr0346322,3R,+,684
FBgn0262795,FBtr0346756,Y,+,735
FBgn0262801,FBtr0081687,3R,+,855
FBgn0262806,FBtr0475130,2R,-,450
FBgn0262807,FBtr0346950,2R,-,619
FBgn0262808,FBtr0306052,3R,+,701
FBgn0262810,FBtr0306054,X,+,568
FBgn0262811,FBtr0306055,X,+,251
FBgn0262812,FBtr0306056,2R,+,608
FBgn0262813,FBtr0306058,3L,+,325
FBgn0262814,FBtr0344575,2L,+,542
FBgn0262815,FBtr0306723,2R,-,593
FBgn0262816,FBtr0306048,2R,+,5093
FBgn0262817,FBtr0306049,2R,+,795
FBgn0262819,FBtr0306061,2R,+,664
FBgn0262820,FBtr0306063,2R,-,1016
FBgn0262821,FBtr0306064,2R,+,569
FBgn0262822,FBtr0347238,X,+,865
FBgn0262823,FBtr0346523,3R,-,910
FBgn0262824,FBtr0308771,2R,-,1281
FBgn0262825,FBtr0344657,3R,-,543
FBgn0262827,FBtr0306067,X,-,531
FBgn0262828,FBtr0346196,X,+,1736
FBgn0262836,FBtr0306077,2R,-,487
FBgn0262837,FBtr0306076,2R,-,607
FBgn0262838,FBtr0306078,2R,-,390
FBgn0262839,FBtr0306081,3R,+,781
FBgn0262840,FBtr0306082,2R,+,641
FBgn0262842,FBtr0306084,3L,+,432
FBgn0262843,FBtr0306079,2R,+,455
FBgn0262844,FBtr0306120,3R,+,366
FBgn0262845,FBtr0306121,2R,-,370
FBgn0262846,FBtr0346522,3R,-,910
FBgn0262847,FBtr0306149,X,+,1188
FBgn0262848,FBtr0306148,X,+,1188
FBgn0262849,FBtr0306147,X,+,1188
FBgn0262850,FBtr0306146,X,+,1188
FBgn0262851,FBtr0306145,X,+,1188
FBgn0262852,FBtr0306144,X,+,1188
FBgn0262853,FBtr0306143,X,+,651
FBgn0262854,FBtr0306159,3L,+,682
FBgn0262855,FBtr0306161,3L,+,665
FBgn0262856,FBtr0310202,2L,+,163
FBgn0262857,FBtr0445728,2L,+,422
FBgn0262858,FBtr0306166,3R,-,481
FBgn0262866,FBtr0077360,X,+,6055
FBgn0262867,FBtr0086003,2R,-,5956
FBgn0262869,FBtr0346115,3R,-,9719
FBgn0262870,FBtr0306206,3L,-,9106
FBgn0262871,FBtr0306209,3R,+,4070
FBgn0262872,FBtr0306228,2L,+,7667
FBgn0262873,FBtr0306279,3R,+,378
FBgn0262874,FBtr0306280,X,+,419
FBgn0262875,FBtr0306282,2L,+,799
FBgn0262876,FBtr0306283,2L,+,1180
FBgn0262877,FBtr0306284,2L,+,774
FBgn0262878,FBtr0306287,2L,-,541
FBgn0262879,FBtr0344576,2L,-,2210
FBgn0262880,FBtr0306288,2L,+,678
FBgn0262881,FBtr0306289,2R,+,398
FBgn0262882,FBtr0306290,2R,+,482
FBgn0262883,FBtr0306291,3R,-,488
FBgn0262885,FBtr0306298,2L,-,102
FBgn0262886,FBtr0306295,2L,+,999
FBgn0262887,FBtr0306299,2L,+,1090
FBgn0262888,FBtr0344613,2R,+,718
FBgn0262889,FBtr0306303,2R,-,435
FBgn0262890,FBtr0306304,3L,+,1164
FBgn0262891,FBtr0306305,3L,+,588
FBgn0262892,FBtr0344641,3L,+,563
FBgn0262893,FBtr0306309,3L,-,846
FBgn0262894,FBtr0306310,3L,+,324
FBgn0262895,FBtr0344640,3L,-,341
FBgn0262896,FBtr0306312,3L,+,250
FBgn0262897,FBtr0344599,3R,-,1083
FBgn0262898,FBtr0344581,3L,-,828
FBgn0262899,FBtr0306323,3R,-,491
FBgn0262900,FBtr0306324,X,+,490
FBgn0262901,FBtr0306314,2R,+,586
FBgn0262902,FBtr0306316,2R,+,1392
FBgn0262903,FBtr0306319,3R,+,1042
FBgn0262904,FBtr0306322,3R,-,1657
FBgn0262905,FBtr0342869,X,-,507
FBgn0262937,FBtr0072663,3L,+,2373
FBgn0262943,FBtr0306547,2L,+,320
FBgn0262944,FBtr0306546,2L,-,832
FBgn0262945,FBtr0306548,X,-,318
FBgn0262947,FBtr0479990,2L,-,3013
FBgn0262948,FBtr0306554,2R,+,358
FBgn0262951,FBtr0306851,3L,-,3560
FBgn0262952,FBtr0433500,mitochondrion_genome,-,1339
FBgn0262954,FBtr0112379,2R,-,353
FBgn0262955,FBtr0082892,3R,+,4060
FBgn0262960,FBtr0345462,2L,-,544
FBgn0262961,FBtr0479886,2R,+,442
FBgn0262962,FBtr0306717,3R,+,619
FBgn0262963,FBtr0306710,2L,-,519
FBgn0262964,FBtr0306709,2R,-,777
FBgn0262965,FBtr0306716,2R,-,455
FBgn0262966,FBtr0306718,2R,+,415
FBgn0262967,FBtr0347239,X,-,1068
FBgn0262968,FBtr0306719,X,+,769
FBgn0262969,FBtr0306721,3L,+,1087
FBgn0262970,FBtr0306722,2R,-,1265
FBgn0262971,FBtr0306727,3R,-,667
FBgn0262972,FBtr0306729,3R,-,8398
FBgn0262974,FBtr0344658,3R,-,556
FBgn0262975,FBtr0306747,3R,-,9178
FBgn0262976,FBtr0071248,X,-,3430
FBgn0262979,FBtr0344596,X,+,722
FBgn0262980,FBtr0306816,X,+,342
FBgn0262981,FBtr0344563,X,+,302
FBgn0262982,FBtr0306818,3R,-,584
FBgn0262983,FBtr0347150,3R,-,2154
FBgn0262984,FBtr0306820,3L,+,505
FBgn0262985,FBtr0306821,3L,+,586
FBgn0262986,FBtr0306824,3L,+,627
FBgn0262987,FBtr0306825,3L,+,504
FBgn0262988,FBtr0306826,2R,-,445
FBgn0262989,FBtr0306827,X,+,845
FBgn0262990,FBtr0306828,X,-,316
FBgn0262991,FBtr0306831,X,-,2907
FBgn0262992,FBtr0306832,3R,+,361
FBgn0262993,FBtr0306833,3R,-,1770
FBgn0262994,FBtr0306836,3R,-,392
FBgn0262995,FBtr0306835,3R,+,452
FBgn0262996,FBtr0306838,2L,+,469
FBgn0262998,FBtr0306840,3L,+,621
FBgn0262999,FBtr0306842,2L,+,296
FBgn0263000,FBtr0306843,2R,-,487
FBgn0263001,FBtr0479863,3L,-,631
FBgn0263002,FBtr0306845,3R,+,361
FBgn0263004,FBtr0306848,3L,+,818
FBgn0263005,FBtr0346130,X,-,4326
FBgn0263006,FBtr0343281,2R,-,8264
FBgn0263018,FBtr0306791,3R,-,160
FBgn0263019,FBtr0306899,2L,-,10706
FBgn0263020,FBtr0306900,2R,+,591
FBgn0263021,FBtr0306902,2R,+,576
FBgn0263022,FBtr0306903,3R,-,863
FBgn0263023,FBtr0306904,3R,-,618
FBgn0263024,FBtr0306923,3R,+,224
FBgn0263025,FBtr0306924,3R,+,1297
FBgn0263026,FBtr0306925,2L,+,542
FBgn0263027,FBtr0306926,2L,+,1272
FBgn0263029,FBtr0306907,2R,+,746
FBgn0263030,FBtr0306908,2R,-,1366
FBgn0263031,FBtr0306910,2R,-,1229
FBgn0263032,FBtr0306912,2R,-,1526
FBgn0263033,FBtr0344871,2R,-,1526
FBgn0263034,FBtr0306914,3L,-,732
FBgn0263035,FBtr0306915,3L,-,555
FBgn0263036,FBtr0306916,3L,-,853
FBgn0263037,FBtr0306928,2L,-,2025
FBgn0263038,FBtr0306927,2L,-,4314
FBgn0263040,FBtr0306929,3R,+,846
FBgn0263041,FBtr0306930,3R,+,840
FBgn0263042,FBtr0306919,3L,-,1453
FBgn0263046,FBtr0306944,2R,+,1040
FBgn0263047,FBtr0306948,3R,+,748
FBgn0263048,FBtr0306946,3R,+,4226
FBgn0263049,FBtr0306973,2L,+,2449
FBgn0263050,FBtr0306974,2L,-,2482
FBgn0263051,FBtr0306976,2L,-,2482
FBgn0263072,FBtr0307022,X,-,9931
FBgn0263076,FBtr0306905,2R,+,2672
FBgn0263077,FBtr0306933,2R,+,13854
FBgn0263078,FBtr0343810,2L,-,1469
FBgn0263079,FBtr0306921,2L,-,2846
FBgn0263080,FBtr0307096,2L,+,513
FBgn0263081,FBtr0307097,2L,+,459
FBgn0263082,FBtr0307098,2L,+,360
FBgn0263083,FBtr0307099,2R,+,242
FBgn0263084,FBtr0307100,2R,-,338
FBgn0263085,FBtr0342850,2L,-,504
FBgn0263086,FBtr0307101,2L,-,204
FBgn0263087,FBtr0308135,2L,+,1726
FBgn0263088,FBtr0307106,2L,-,498
FBgn0263089,FBtr0307107,2L,+,591
FBgn0263090,FBtr0307108,2L,-,271
FBgn0263091,FBtr0307110,2L,+,670
FBgn0263092,FBtr0307111,2R,-,548
FBgn0263093,FBtr0334486,4,+,1582
FBgn0263094,FBtr0307109,2L,-,152
FBgn0263095,FBtr0307113,2L,-,511
FBgn0263096,FBtr0307120,2L,-,252
FBgn0263102,FBtr0088275,2R,+,7602
FBgn0263106,FBtr0077123,3L,-,2161
FBgn0263107,FBtr0304300,2L,-,94
FBgn0263108,FBtr0307301,3L,+,7280
FBgn0263109,FBtr0307307,2R,+,7712
FBgn0263110,FBtr0307309,3L,+,10170
FBgn0263111,FBtr0307315,X,-,11923
FBgn0263112,FBtr0307326,4,+,4588
FBgn0263113,FBtr0307337,2R,+,4255
FBgn0263114,FBtr0307338,2R,-,565
FBgn0263116,FBtr0330055,2R,-,4026
FBgn0263117,FBtr0112610,3R,-,5288
FBgn0263118,FBtr0339598,3R,+,2411
FBgn0263120,FBtr0100427,2R,+,4902
FBgn0263121,FBtr0088895,2R,-,969
