ensembl_id,gene_age,gene_Interval
FBgn0020496,775,753-797
FBgn0051357,1488,1480-1496
FBgn0011828,987,952-1023
FBgn0259938,950,948-952
FBgn0032940,987,952-1023
FBgn0016126,202,132-272
FBgn0025720,202,132-272
FBgn0027554,291,272-310
FBgn0031492,291,272-310
FBgn0038209,987,952-1023
FBgn0013305,987,952-1023
FBgn0050379,202,132-272
FBgn0025692,987,952-1023
FBgn0029693,>4290,>4290
FBgn0029997,>4290,>4290
FBgn0261673,950,948-952
FBgn0261597,950,948-952
FBgn0025571,1488,1480-1496
FBgn0039303,1488,1480-1496
FBgn0039048,202,132-272
FBgn0030641,950,948-952
FBgn0038195,1064,1023-1105
FBgn0000303,886,824-948
FBgn0029133,886,824-948
FBgn0000635,987,952-1023
FBgn0036918,987,952-1023
FBgn0027582,1714,1660-1768
FBgn0003274,1714,1660-1768
FBgn0040020,1714,1660-1768
FBgn0030512,1714,1660-1768
FBgn0034590,987,952-1023
FBgn0037351,>4290,>4290
FBgn0003676,>4290,>4290
FBgn0039634,987,952-1023
FBgn0051388,22,11-34
FBgn0037446,748,743-753
FBgn0051441,748,743-753
FBgn0041111,748,743-753
FBgn0035515,748,743-753
FBgn0264691,748,743-753
FBgn0067783,1488,1480-1496
FBgn0037220,1488,1480-1496
FBgn0015772,>4290,>4290
FBgn0032685,748,743-753
FBgn0052022,748,743-753
FBgn0023216,748,743-753
FBgn0004179,1714,1660-1768
FBgn0029819,>4290,>4290
FBgn0038166,>4290,>4290
FBgn0016917,>4290,>4290
FBgn0021742,950,948-952
FBgn0259685,91,50-132
FBgn0015024,987,952-1023
FBgn0039163,987,952-1023
FBgn0035189,987,952-1023
FBgn0063667,987,952-1023
FBgn0038855,1714,1660-1768
FBgn0034674,1714,1660-1768
FBgn0046706,1292,1105-1480
FBgn0053554,1292,1105-1480
FBgn0011584,1292,1105-1480
FBgn0045866,1714,1660-1768
FBgn0033479,1488,1480-1496
FBgn0037916,1488,1480-1496
FBgn0039010,1488,1480-1496
FBgn0039518,1488,1480-1496
FBgn0033784,810,797-824
FBgn0040366,8,6-11
FBgn0052263,91,50-132
FBgn0052262,775,753-797
FBgn0053639,556,530-583
FBgn0027600,556,530-583
FBgn0031737,556,530-583
FBgn0038676,202,132-272
FBgn0250732,>4290,>4290
FBgn0052226,>4290,>4290
FBgn0031848,>4290,>4290
FBgn0052702,22,11-34
FBgn0037726,987,952-1023
FBgn0029820,987,952-1023
FBgn0024352,317,310-325
FBgn0051019,317,310-325
FBgn0030038,987,952-1023
FBgn0035203,987,952-1023
FBgn0031530,987,952-1023
FBgn0004643,987,952-1023
FBgn0038439,43,37-50
FBgn0031996,1488,1480-1496
FBgn0030086,>4290,>4290
FBgn0036771,987,952-1023
FBgn0029870,1292,1105-1480
FBgn0261530,1292,1105-1480
FBgn0010741,1292,1105-1480
FBgn0053287,291,272-310
FBgn0030889,556,530-583
FBgn0053286,291,272-310
FBgn0037040,291,272-310
FBgn0038319,291,272-310
FBgn0034976,291,272-310
FBgn0038678,291,272-310
FBgn0051643,291,272-310
FBgn0035960,>4290,>4290
FBgn0019982,1292,1105-1480
FBgn0051924,91,50-132
FBgn0031335,91,50-132
FBgn0029912,1714,1660-1768
FBgn0002542,1488,1480-1496
FBgn0000618,1488,1480-1496
FBgn0031473,341,325-358
FBgn0264339,886,824-948
FBgn0263051,886,824-948
FBgn0003710,556,530-583
FBgn0040697,556,530-583
FBgn0035505,505,480-530
FBgn0004108,1064,1023-1105
FBgn0037336,1064,1023-1105
FBgn0038163,1064,1023-1105
FBgn0031161,950,948-952
FBgn0039343,950,948-952
FBgn0035647,91,50-132
FBgn0259164,886,824-948
FBgn0000097,987,952-1023
FBgn0002641,1488,1480-1496
FBgn0038809,1488,1480-1496
FBgn0030357,1488,1480-1496
FBgn0000567,987,952-1023
FBgn0031837,748,743-753
FBgn0031725,748,743-753
FBgn0032785,202,132-272
FBgn0051716,202,132-272
FBgn0028852,202,132-272
FBgn0004107,>4290,>4290
FBgn0026616,1064,1023-1105
FBgn0033749,950,948-952
FBgn0033748,950,948-952
FBgn0052939,505,480-530
FBgn0037731,505,480-530
FBgn0266435,505,480-530
FBgn0030596,505,480-530
FBgn0038294,505,480-530
FBgn0086367,505,480-530
FBgn0031312,505,480-530
FBgn0036844,1488,1480-1496
FBgn0040907,1488,1480-1496
FBgn0033208,1488,1480-1496
FBgn0033209,1488,1480-1496
FBgn0025625,950,948-952
FBgn0036369,1488,1480-1496
FBgn0037788,505,480-530
FBgn0015400,505,480-530
FBgn0033873,202,132-272
FBgn0016976,202,132-272
FBgn0051267,202,132-272
FBgn0051266,91,50-132
FBgn0031918,556,530-583
FBgn0261341,1488,1480-1496
FBgn0036116,987,952-1023
FBgn0035300,987,952-1023
FBgn0052079,987,952-1023
FBgn0052081,987,952-1023
FBgn0033572,91,50-132
FBgn0002733,592,583-601
FBgn0001228,505,480-530
FBgn0039145,505,480-530
FBgn0034705,505,480-530
FBgn0037435,505,480-530
FBgn0034692,505,480-530
FBgn0053839,91,50-132
FBgn0053850,592,583-601
FBgn0053835,3,0-6
FBgn0053826,592,583-601
FBgn0053820,592,583-601
FBgn0053841,592,583-601
FBgn0053814,3,0-6
FBgn0053844,592,583-601
FBgn0053847,592,583-601
FBgn0053808,8,6-11
FBgn0053838,8,6-11
FBgn0053832,22,11-34
FBgn0053823,3,0-6
FBgn0053829,592,583-601
FBgn0051618,592,583-601
FBgn0053817,592,583-601
FBgn0261624,810,797-824
FBgn0031772,810,797-824
FBgn0032116,987,952-1023
FBgn0028410,1488,1480-1496
FBgn0036333,672,601-743
FBgn0052320,505,480-530
FBgn0035099,505,480-530
FBgn0038285,91,50-132
FBgn0039152,91,50-132
FBgn0034253,91,50-132
FBgn0033998,91,50-132
FBgn0015298,91,50-132
FBgn0033551,775,753-797
FBgn0083960,987,952-1023
FBgn0053002,987,952-1023
FBgn0033687,987,952-1023
FBgn0027504,>4290,>4290
FBgn0035876,>4290,>4290
FBgn0039487,748,743-753
FBgn0034511,592,583-601
FBgn0040321,592,583-601
FBgn0050148,592,583-601
FBgn0033301,43,37-50
FBgn0052039,43,37-50
FBgn0052819,592,583-601
FBgn0040028,592,583-601
FBgn0052820,592,583-601
FBgn0014380,1488,1480-1496
FBgn0052404,3,0-6
FBgn0030398,505,480-530
FBgn0263855,1488,1480-1496
FBgn0031696,1488,1480-1496
FBgn0027499,1488,1480-1496
FBgn0040342,1488,1480-1496
FBgn0038816,987,952-1023
FBgn0036226,35,34-37
FBgn0052668,35,34-37
FBgn0030395,987,952-1023
FBgn0034986,987,952-1023
FBgn0035481,950,948-952
FBgn0004880,91,50-132
FBgn0036827,91,50-132
FBgn0000639,202,132-272
FBgn0002563,505,480-530
FBgn0002562,505,480-530
FBgn0002564,505,480-530
FBgn0036782,505,480-530
FBgn0002565,505,480-530
FBgn0036410,91,50-132
FBgn0027348,>4290,>4290
FBgn0028519,>4290,>4290
FBgn0037222,202,132-272
FBgn0034139,91,50-132
FBgn0038113,91,50-132
FBgn0034796,91,50-132
FBgn0038114,202,132-272
FBgn0004369,1292,1105-1480
FBgn0033993,987,952-1023
FBgn0046697,987,952-1023
FBgn0032163,987,952-1023
FBgn0038405,556,530-583
FBgn0030309,748,743-753
FBgn0031660,748,743-753
FBgn0037000,556,530-583
FBgn0003129,886,824-948
FBgn0025639,886,824-948
FBgn0265047,950,948-952
FBgn0024183,950,948-952
FBgn0046214,950,948-952
FBgn0030623,3,0-6
FBgn0001084,3,0-6
FBgn0003391,987,952-1023
FBgn0039229,987,952-1023
FBgn0017545,987,952-1023
FBgn0053881,22,11-34
FBgn0053877,22,11-34
FBgn0053879,22,11-34
FBgn0027596,22,11-34
FBgn0036899,556,530-583
FBgn0033885,35,34-37
FBgn0039802,>4290,>4290
FBgn0262127,>4290,>4290
FBgn0035568,1292,1105-1480
FBgn0035567,1292,1105-1480
FBgn0039674,1292,1105-1480
FBgn0037723,>4290,>4290
FBgn0038167,>4290,>4290
FBgn0037372,>4290,>4290
FBgn0263121,>4290,>4290
FBgn0050382,>4290,>4290
FBgn0004657,987,952-1023
FBgn0031224,987,952-1023
FBgn0039402,1714,1660-1768
FBgn0024191,1488,1480-1496
FBgn0028919,987,952-1023
FBgn0036745,987,952-1023
FBgn0010329,987,952-1023
FBgn0010382,1292,1105-1480
FBgn0029161,1064,1023-1105
FBgn0034345,1064,1023-1105
FBgn0003277,>4290,>4290
FBgn0031261,810,797-824
FBgn0025808,810,797-824
FBgn0030343,886,824-948
FBgn0016754,886,824-948
FBgn0040348,886,824-948
FBgn0260743,950,948-952
FBgn0037970,950,948-952
FBgn0283535,950,948-952
FBgn0034753,1488,1480-1496
FBgn0022787,1488,1480-1496
FBgn0261041,987,952-1023
FBgn0037660,987,952-1023
FBgn0011771,987,952-1023
FBgn0015320,1488,1480-1496
FBgn0031051,>4290,>4290
FBgn0000109,>4290,>4290
FBgn0032725,1714,1660-1768
FBgn0026015,987,952-1023
FBgn0000120,987,952-1023
FBgn0039751,987,952-1023
FBgn0037239,1488,1480-1496
FBgn0259178,1488,1480-1496
FBgn0039115,1488,1480-1496
FBgn0001197,>4290,>4290
FBgn0035245,>4290,>4290
FBgn0036821,987,952-1023
FBgn0266369,987,952-1023
FBgn0024941,950,948-952
FBgn0023388,1292,1105-1480
FBgn0039790,>4290,>4290
FBgn0035993,>4290,>4290
FBgn0051693,1064,1023-1105
FBgn0031649,1064,1023-1105
FBgn0035332,1064,1023-1105
FBgn0036329,1064,1023-1105
FBgn0033969,>4290,>4290
FBgn0036570,1064,1023-1105
FBgn0000139,1064,1023-1105
FBgn0036180,950,948-952
FBgn0020257,950,948-952
FBgn0027835,1292,1105-1480
FBgn0037555,>4290,>4290
FBgn0052343,886,824-948
FBgn0003279,886,824-948
FBgn0285913,886,824-948
FBgn0013347,1488,1480-1496
FBgn0260012,1488,1480-1496
FBgn0031534,987,952-1023
FBgn0034558,987,952-1023
FBgn0083984,987,952-1023
FBgn0063670,1488,1480-1496
FBgn0039227,1488,1480-1496
FBgn0038402,810,797-824
FBgn0053517,950,948-952
FBgn0035121,950,948-952
FBgn0001105,1488,1480-1496
FBgn0037262,1488,1480-1496
FBgn0051184,1488,1480-1496
FBgn0036710,1488,1480-1496
FBgn0025334,886,824-948
FBgn0005561,886,824-948
FBgn0010282,886,824-948
FBgn0263782,886,824-948
FBgn0036927,1064,1023-1105
FBgn0033984,1488,1480-1496
FBgn0031985,1292,1105-1480
FBgn0002906,>4290,>4290
FBgn0038592,>4290,>4290
FBgn0032077,>4290,>4290
FBgn0037298,1292,1105-1480
FBgn0038038,1292,1105-1480
FBgn0035016,202,132-272
FBgn0034894,202,132-272
FBgn0037492,202,132-272
FBgn0014075,202,132-272
FBgn0031606,987,952-1023
FBgn0051915,987,952-1023
FBgn0034618,987,952-1023
FBgn0034730,987,952-1023
FBgn0030795,987,952-1023
FBgn0053289,987,952-1023
FBgn0039675,91,50-132
FBgn0031802,202,132-272
FBgn0053349,202,132-272
FBgn0065110,291,272-310
FBgn0039677,91,50-132
FBgn0039234,91,50-132
FBgn0264000,950,948-952
FBgn0004619,950,948-952
FBgn0003964,748,743-753
FBgn0020618,748,743-753
FBgn0032409,1488,1480-1496
FBgn0031452,1488,1480-1496
FBgn0034361,1488,1480-1496
FBgn0014411,>4290,>4290
FBgn0033316,>4290,>4290
FBgn0032700,>4290,>4290
FBgn0035056,672,601-743
FBgn0053124,22,11-34
FBgn0051668,3,0-6
FBgn0031998,886,824-948
FBgn0051262,35,34-37
FBgn0039873,886,824-948
FBgn0039872,886,824-948
FBgn0017448,886,824-948
FBgn0038652,886,824-948
FBgn0004687,1488,1480-1496
FBgn0052191,987,952-1023
FBgn0036768,987,952-1023
FBgn0036765,987,952-1023
FBgn0005659,886,824-948
FBgn0262467,886,824-948
FBgn0250789,810,797-824
FBgn0003714,1292,1105-1480
FBgn0036494,950,948-952
FBgn0259229,1064,1023-1105
FBgn0033792,1064,1023-1105
FBgn0038873,1064,1023-1105
FBgn0031032,22,11-34
FBgn0039091,1064,1023-1105
FBgn0053337,1064,1023-1105
FBgn0031033,1064,1023-1105
FBgn0039093,1064,1023-1105
FBgn0030148,1064,1023-1105
FBgn0031034,1064,1023-1105
FBgn0039092,1064,1023-1105
FBgn0262114,1488,1480-1496
FBgn0001977,1488,1480-1496
FBgn0023171,1488,1480-1496
FBgn0027535,987,952-1023
FBgn0034588,202,132-272
FBgn0036836,91,50-132
FBgn0036837,202,132-272
FBgn0004655,202,132-272
FBgn0030151,202,132-272
FBgn0001208,1064,1023-1105
FBgn0029175,987,952-1023
FBgn0043578,202,132-272
FBgn0030310,341,325-358
FBgn0001986,>4290,>4290
FBgn0264291,>4290,>4290
FBgn0000658,>4290,>4290
FBgn0037638,>4290,>4290
FBgn0031107,1488,1480-1496
FBgn0038129,1714,1660-1768
FBgn0261928,1488,1480-1496
FBgn0259179,1488,1480-1496
FBgn0005648,987,952-1023
FBgn0030961,291,272-310
FBgn0035294,291,272-310
FBgn0038325,987,952-1023
FBgn0030745,950,948-952
FBgn0032485,950,948-952
FBgn0029789,950,948-952
FBgn0024182,1714,1660-1768
FBgn0038453,1714,1660-1768
FBgn0032863,1714,1660-1768
FBgn0051687,1714,1660-1768
FBgn0032010,950,948-952
FBgn0011591,810,797-824
FBgn0033471,810,797-824
FBgn0004892,810,797-824
FBgn0004893,810,797-824
FBgn0033846,810,797-824
FBgn0026378,>4290,>4290
FBgn0039702,>4290,>4290
FBgn0025615,>4290,>4290
FBgn0030872,1714,1660-1768
FBgn0035499,775,753-797
FBgn0014949,775,753-797
FBgn0032955,1292,1105-1480
FBgn0010762,1292,1105-1480
FBgn0002775,1488,1480-1496
FBgn0011661,950,948-952
FBgn0023512,>4290,>4290
FBgn0250843,>4290,>4290
FBgn0032492,>4290,>4290
FBgn0033742,202,132-272
FBgn0003459,202,132-272
FBgn0267365,202,132-272
FBgn0039288,202,132-272
FBgn0054041,202,132-272
FBgn0041195,202,132-272
FBgn0034910,202,132-272
FBgn0030186,202,132-272
FBgn0040941,202,132-272
FBgn0030187,202,132-272
FBgn0037832,202,132-272
FBgn0038127,202,132-272
FBgn0038208,202,132-272
FBgn0029531,202,132-272
FBgn0029532,202,132-272
FBgn0029529,202,132-272
FBgn0026083,202,132-272
FBgn0026085,202,132-272
FBgn0026088,202,132-272
FBgn0052803,202,132-272
FBgn0052801,202,132-272
FBgn0029977,202,132-272
FBgn0039946,202,132-272
FBgn0039945,202,132-272
FBgn0039944,202,132-272
FBgn0040514,202,132-272
FBgn0039942,202,132-272
FBgn0000092,202,132-272
FBgn0051551,202,132-272
FBgn0032374,202,132-272
FBgn0030258,202,132-272
FBgn0030259,202,132-272
FBgn0030260,202,132-272
FBgn0030261,202,132-272
FBgn0030262,202,132-272
FBgn0031055,202,132-272
FBgn0031059,202,132-272
FBgn0040089,202,132-272
FBgn0030813,202,132-272
FBgn0030814,202,132-272
FBgn0030108,202,132-272
FBgn0030107,202,132-272
FBgn0030519,202,132-272
FBgn0052625,202,132-272
FBgn0085312,202,132-272
FBgn0052564,202,132-272
FBgn0052563,202,132-272
FBgn0030826,202,132-272
FBgn0030829,202,132-272
FBgn0030834,202,132-272
FBgn0039342,202,132-272
FBgn0030837,202,132-272
FBgn0030301,202,132-272
FBgn0030028,202,132-272
FBgn0024993,202,132-272
FBgn0024995,202,132-272
FBgn0031856,43,37-50
FBgn0024991,43,37-50
FBgn0024975,317,310-325
FBgn0011569,202,132-272
FBgn0040352,202,132-272
FBgn0040353,202,132-272
FBgn0040354,202,132-272
FBgn0029639,202,132-272
FBgn0025643,202,132-272
FBgn0025644,202,132-272
FBgn0052793,202,132-272
FBgn0025645,202,132-272
FBgn0029643,202,132-272
FBgn0029644,202,132-272
FBgn0029646,202,132-272
FBgn0029647,202,132-272
FBgn0029649,202,132-272
FBgn0000644,202,132-272
FBgn0036987,202,132-272
FBgn0026136,91,50-132
FBgn0029710,419,358-480
FBgn0030759,419,358-480
FBgn0052667,419,358-480
FBgn0030270,91,50-132
FBgn0030271,91,50-132
FBgn0030272,91,50-132
FBgn0003411,91,50-132
FBgn0030283,91,50-132
FBgn0030278,91,50-132
FBgn0030280,91,50-132
FBgn0030277,91,50-132
FBgn0030274,91,50-132
FBgn0030483,91,50-132
FBgn0053223,91,50-132
FBgn0052713,91,50-132
FBgn0030040,291,272-310
FBgn0014464,291,272-310
FBgn0014465,291,272-310
FBgn0014466,291,272-310
FBgn0000359,291,272-310
FBgn0000360,291,272-310
FBgn0030500,291,272-310
FBgn0036029,202,132-272
FBgn0052631,202,132-272
FBgn0030495,202,132-272
FBgn0031732,419,358-480
FBgn0054011,202,132-272
FBgn0031731,202,132-272
FBgn0031729,202,132-272
FBgn0031724,202,132-272
FBgn0051626,22,11-34
FBgn0000370,22,11-34
FBgn0041245,22,11-34
FBgn0032851,22,11-34
FBgn0003978,22,11-34
FBgn0032840,22,11-34
FBgn0014000,22,11-34
FBgn0042129,22,11-34
FBgn0032836,22,11-34
FBgn0032835,22,11-34
FBgn0032834,22,11-34
FBgn0032827,202,132-272
FBgn0028406,202,132-272
FBgn0051848,202,132-272
FBgn0051730,91,50-132
FBgn0051851,91,50-132
FBgn0032493,91,50-132
FBgn0032491,91,50-132
FBgn0032490,91,50-132
FBgn0032489,91,50-132
FBgn0032483,91,50-132
FBgn0032481,91,50-132
FBgn0031479,291,272-310
FBgn0031476,291,272-310
FBgn0039421,43,37-50
FBgn0031466,91,50-132
FBgn0264990,43,37-50
FBgn0264989,43,37-50
FBgn0262366,43,37-50
FBgn0028903,43,37-50
FBgn0032577,43,37-50
FBgn0054021,91,50-132
FBgn0264364,91,50-132
FBgn0045827,91,50-132
FBgn0051820,91,50-132
FBgn0028520,91,50-132
FBgn0028884,91,50-132
FBgn0032104,91,50-132
FBgn0031103,91,50-132
FBgn0030715,419,358-480
FBgn0028530,419,358-480
FBgn0028526,91,50-132
FBgn0051769,91,50-132
FBgn0028872,91,50-132
FBgn0001967,91,50-132
FBgn0028936,91,50-132
FBgn0028542,91,50-132
FBgn0054003,91,50-132
FBgn0027929,202,132-272
FBgn0032538,43,37-50
FBgn0261628,43,37-50
FBgn0028532,202,132-272
FBgn0028533,202,132-272
FBgn0028534,202,132-272
FBgn0028920,202,132-272
FBgn0053306,202,132-272
FBgn0053307,202,132-272
FBgn0028658,291,272-310
FBgn0032789,291,272-310
FBgn0032788,91,50-132
FBgn0032780,91,50-132
FBgn0051798,91,50-132
FBgn0032774,91,50-132
FBgn0032773,91,50-132
FBgn0032772,91,50-132
FBgn0032771,987,952-1023
FBgn0032770,987,952-1023
FBgn0010309,987,952-1023
FBgn0032751,987,952-1023
FBgn0052061,987,952-1023
FBgn0040009,987,952-1023
FBgn0040682,987,952-1023
FBgn0034833,202,132-272
FBgn0032868,91,50-132
FBgn0053325,91,50-132
FBgn0051680,91,50-132
FBgn0051862,91,50-132
FBgn0032824,91,50-132
FBgn0004811,91,50-132
FBgn0264301,91,50-132
FBgn0032503,91,50-132
FBgn0042092,91,50-132
FBgn0262877,91,50-132
FBgn0031878,91,50-132
FBgn0000392,91,50-132
FBgn0085339,91,50-132
FBgn0000351,91,50-132
FBgn0051636,419,358-480
FBgn0051633,202,132-272
FBgn0085374,202,132-272
FBgn0032072,202,132-272
FBgn0052988,91,50-132
FBgn0052983,91,50-132
FBgn0052987,91,50-132
FBgn0052986,91,50-132
FBgn0033079,987,952-1023
FBgn0034943,987,952-1023
FBgn0015338,987,952-1023
FBgn0011474,1292,1105-1480
FBgn0052072,1714,1660-1768
FBgn0036128,1714,1660-1768
FBgn0032513,1714,1660-1768
FBgn0038524,987,952-1023
FBgn0265262,>4290,>4290
FBgn0032464,91,50-132
FBgn0263598,>4290,>4290
FBgn0052076,>4290,>4290
FBgn0035402,>4290,>4290
FBgn0031116,1488,1480-1496
FBgn0052506,1488,1480-1496
FBgn0003292,1292,1105-1480
FBgn0020653,987,952-1023
FBgn0037170,987,952-1023
FBgn0250906,950,948-952
FBgn0031451,91,50-132
FBgn0032477,91,50-132
FBgn0030055,987,952-1023
FBgn0039451,987,952-1023
FBgn0033538,1292,1105-1480
FBgn0037603,1292,1105-1480
FBgn0033020,950,948-952
FBgn0032833,950,948-952
FBgn0030893,950,948-952
FBgn0042693,>4290,>4290
FBgn0051678,>4290,>4290
FBgn0051064,1292,1105-1480
FBgn0032690,>4290,>4290
FBgn0004511,672,601-743
FBgn0051659,91,50-132
FBgn0010482,91,50-132
FBgn0052351,1488,1480-1496
FBgn0259795,1488,1480-1496
FBgn0033860,1488,1480-1496
FBgn0035915,1488,1480-1496
FBgn0045770,1488,1480-1496
FBgn0052064,1488,1480-1496
FBgn0034132,1488,1480-1496
FBgn0033868,1488,1480-1496
FBgn0052831,1488,1480-1496
FBgn0015834,1488,1480-1496
FBgn0020369,>4290,>4290
FBgn0039380,886,824-948
FBgn0020513,886,824-948
FBgn0034446,987,952-1023
FBgn0025463,886,824-948
FBgn0034271,886,824-948
FBgn0002783,1488,1480-1496
FBgn0015754,1714,1660-1768
FBgn0035233,1714,1660-1768
FBgn0038951,1714,1660-1768
FBgn0261274,1714,1660-1768
FBgn0004367,1488,1480-1496
FBgn0031538,672,601-743
FBgn0002937,672,601-743
FBgn0033388,987,952-1023
FBgn0030576,987,952-1023
FBgn0051321,291,272-310
FBgn0039817,987,952-1023
FBgn0260463,987,952-1023
FBgn0051352,987,952-1023
FBgn0026634,987,952-1023
FBgn0283724,987,952-1023
FBgn0010591,1714,1660-1768
FBgn0010438,1714,1660-1768
FBgn0031314,1714,1660-1768
FBgn0033983,419,358-480
FBgn0050418,419,358-480
FBgn0034205,35,34-37
FBgn0051286,22,11-34
FBgn0052313,22,11-34
FBgn0051191,22,11-34
FBgn0045862,22,11-34
FBgn0011774,1714,1660-1768
FBgn0032488,1714,1660-1768
FBgn0020909,>4290,>4290
FBgn0262740,419,358-480
FBgn0030990,1714,1660-1768
FBgn0025638,950,948-952
FBgn0085212,950,948-952
FBgn0263511,886,824-948
FBgn0263512,886,824-948
FBgn0016034,886,824-948
FBgn0038877,886,824-948
FBgn0010220,>4290,>4290
FBgn0036702,987,952-1023
FBgn0039562,1064,1023-1105
FBgn0032247,950,948-952
FBgn0034277,950,948-952
FBgn0003008,1714,1660-1768
FBgn0027538,886,824-948
FBgn0037342,1714,1660-1768
FBgn0039360,1714,1660-1768
FBgn0000337,1488,1480-1496
FBgn0024320,1488,1480-1496
FBgn0015925,1488,1480-1496
FBgn0050033,1488,1480-1496
FBgn0085254,1488,1480-1496
FBgn0033594,1488,1480-1496
FBgn0033590,1488,1480-1496
FBgn0262817,1488,1480-1496
FBgn0261358,1488,1480-1496
FBgn0051740,1488,1480-1496
FBgn0032658,1488,1480-1496
FBgn0262960,1488,1480-1496
FBgn0262876,1488,1480-1496
FBgn0262356,1488,1480-1496
FBgn0051804,1488,1480-1496
FBgn0085199,1488,1480-1496
FBgn0032625,1488,1480-1496
FBgn0051788,1488,1480-1496
FBgn0011559,1488,1480-1496
FBgn0263078,91,50-132
FBgn0032709,91,50-132
FBgn0264362,91,50-132
FBgn0051752,91,50-132
FBgn0032733,43,37-50
FBgn0032734,43,37-50
FBgn0046302,43,37-50
FBgn0263982,43,37-50
FBgn0265263,43,37-50
FBgn0016675,22,11-34
FBgn0054051,22,11-34
FBgn0262878,22,11-34
FBgn0051677,22,11-34
FBgn0032867,22,11-34
FBgn0032869,22,11-34
FBgn0050485,22,11-34
FBgn0050484,22,11-34
FBgn0033864,22,11-34
FBgn0033863,22,11-34
FBgn0033862,22,11-34
FBgn0262821,22,11-34
FBgn0050065,22,11-34
FBgn0033821,22,11-34
FBgn0085264,22,11-34
FBgn0033806,22,11-34
FBgn0033802,22,11-34
FBgn0033798,22,11-34
FBgn0050487,22,11-34
FBgn0053792,22,11-34
FBgn0050334,22,11-34
FBgn0033721,22,11-34
FBgn0061197,22,11-34
FBgn0262889,22,11-34
FBgn0033701,22,11-34
FBgn0085261,22,11-34
FBgn0033683,22,11-34
FBgn0050039,22,11-34
FBgn0026573,22,11-34
FBgn0054054,22,11-34
FBgn0259183,91,50-132
FBgn0033931,22,11-34
FBgn0050075,22,11-34
FBgn0264540,22,11-34
FBgn0053469,91,50-132
FBgn0050479,91,50-132
FBgn0262547,91,50-132
FBgn0043530,91,50-132
FBgn0013467,22,11-34
FBgn0262478,22,11-34
FBgn0259966,22,11-34
FBgn0034011,22,11-34
FBgn0085234,22,11-34
FBgn0265046,22,11-34
FBgn0050395,22,11-34
FBgn0264714,22,11-34
FBgn0259725,22,11-34
FBgn0050222,22,11-34
FBgn0250824,22,11-34
FBgn0001133,35,34-37
FBgn0053704,35,34-37
FBgn0263760,35,34-37
FBgn0263850,22,11-34
FBgn0043536,35,34-37
FBgn0050145,35,34-37
FBgn0050154,35,34-37
FBgn0050151,35,34-37
FBgn0034510,35,34-37
FBgn0043535,91,50-132
FBgn0043534,91,50-132
FBgn0042198,91,50-132
FBgn0265834,91,50-132
FBgn0050447,91,50-132
FBgn0261581,35,34-37
FBgn0261580,35,34-37
FBgn0262824,35,34-37
FBgn0043532,35,34-37
FBgn0043533,35,34-37
FBgn0085227,35,34-37
FBgn0261807,35,34-37
FBgn0053453,22,11-34
FBgn0263083,22,11-34
FBgn0262569,22,11-34
FBgn0262480,22,11-34
FBgn0053136,22,11-34
FBgn0033752,91,50-132
FBgn0003961,291,272-310
FBgn0040551,291,272-310
FBgn0033521,505,480-530
FBgn0033518,505,480-530
FBgn0033520,505,480-530
FBgn0035948,556,530-583
FBgn0030317,556,530-583
FBgn0036956,556,530-583
FBgn0039308,505,480-530
FBgn0039310,505,480-530
FBgn0039313,505,480-530
FBgn0051380,91,50-132
FBgn0053301,505,480-530
FBgn0039311,505,480-530
FBgn0052195,91,50-132
FBgn0039312,505,480-530
FBgn0034480,505,480-530
FBgn0266566,505,480-530
FBgn0037092,505,480-530
FBgn0037562,505,480-530
FBgn0025391,505,480-530
FBgn0000228,505,480-530
FBgn0262636,556,530-583
FBgn0000261,556,530-583
FBgn0036839,950,948-952
FBgn0027609,886,824-948
FBgn0032643,91,50-132
FBgn0052736,91,50-132
FBgn0036695,950,948-952
FBgn0029706,950,948-952
FBgn0033547,950,948-952
FBgn0010612,950,948-952
FBgn0031941,91,50-132
FBgn0035287,556,530-583
FBgn0283427,950,948-952
FBgn0034797,987,952-1023
FBgn0031629,556,530-583
FBgn0003319,672,601-743
FBgn0066084,672,601-743
FBgn0036817,672,601-743
FBgn0030864,672,601-743
FBgn0086686,672,601-743
FBgn0263025,1064,1023-1105
FBgn0259978,950,948-952
FBgn0026761,950,948-952
FBgn0026316,291,272-310
FBgn0000256,8,6-11
FBgn0035483,8,6-11
FBgn0036661,8,6-11
FBgn0024361,950,948-952
FBgn0036484,950,948-952
FBgn0034106,987,952-1023
FBgn0001313,987,952-1023
FBgn0029755,1292,1105-1480
FBgn0031057,91,50-132
FBgn0036667,91,50-132
FBgn0038923,91,50-132
FBgn0035421,91,50-132
FBgn0283450,987,952-1023
FBgn0000037,810,797-824
FBgn0283476,987,952-1023
FBgn0003308,1064,1023-1105
FBgn0261437,1064,1023-1105
FBgn0037580,1064,1023-1105
FBgn0029656,1292,1105-1480
FBgn0035431,592,583-601
FBgn0004463,>4290,>4290
FBgn0053871,8,6-11
FBgn0053869,8,6-11
FBgn0053875,8,6-11
FBgn0053873,8,6-11
FBgn0040294,886,824-948
FBgn0025456,886,824-948
FBgn0014395,987,952-1023
FBgn0052473,1064,1023-1105
FBgn0038135,1064,1023-1105
